Sentence,Tags
Female domestic cats can have kittens from spring to late autumn in temperate zones and throughout the year in equatorial regions with litter sizes often ranging from two to five kittens,O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Domestic cats are bred and shown at events as registered pedigreed cats a hobby known as cat fancy,O ANIMAL O O O O O O O O O ANIMAL O O O O ANIMAL O
Animal population control of cats may be achieved by spaying and neutering but their proliferation and the abandonment of pets has resulted in large numbers of feral cats worldwide contributing to the extinction of bird mammal and reptile species,O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O O O O
As of 2024 the domestic cat was the second most popular pet in the United States with 738 million cats owned and around 422 million households owning at least one cat,O O O O O ANIMAL O O O O O O O O O O O O O ANIMAL O O O O O O O O O O ANIMAL
In the United Kingdom 26 of adults have a cat with an estimated population of 109 million pet cats as of 2020,O O O O O O O O O ANIMAL O O O O O O O O ANIMAL O O O
As of 2021 there were an estimated 220 million owned and 480 million stray cats in the world,O O O O O O O O O O O O O O ANIMAL O O O
The origin of the English word cat Old English catt is thought to be the Late Latin word cattus which was first used at the beginning of the 6th century,O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O
The Late Latin word may be derived from an unidentified African language,O O O O O O O O O O O O
The Nubian word kaddîska wildcat and Nobiin kadīs are possible sources or cognates,O O O O O O O O O O O O O
The English puss extended as pussy and pussycat is attested from the 16th century and may have been introduced from Dutch poes or from Low German puuskatte related to Swedish kattepus or Norwegian pus pusekatt,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Similar forms exist in Lithuanian puižė and Irish puisín or puiscín,O O O O O O O O O O O
The etymology of this word is unknown but it may have arisen from a sound used to attract a cat,O O O O O O O O O O O O O O O O O O O ANIMAL
A male cat is called a tom or tomcat or a gib if neutered,O O ANIMAL O O O O O O O O O O O
A female is called a queen or sometimes a molly if spayed,O O O O O O O O O O O O
A juvenile cat is referred to as a kitten,O O ANIMAL O O O O O O
In Early Modern English the word kitten was interchangeable with the nowobsolete word catling,O O O O O O O O O O O O O O
A group of cats can be referred to as a clowder a glaring or a colony,O O O ANIMAL O O O O O O O O O O O O
The scientific name Felis catus was proposed by Carl Linnaeus in 1758 for a domestic cat,O O O O O O O O O O O O O O O ANIMAL
Felis catus domesticus was proposed by Johann Christian Polycarp Erxleben in 1777,O O O O O O O O O O O O
Felis daemon proposed by Konstantin Satunin in 1904 was a black cat from the Transcaucasus later identified as a domestic cat,O O O O O O O O O O O ANIMAL O O O O O O O O ANIMAL
The cheetah Acinonyx jubatus is a large cat and the fastest land animal,O ANIMAL O O O O O O O O O O O
It has a tawny to creamy white or pale buff fur that is marked with evenly spaced solid black spots,O O O O O O O O O O O O O O O O O O O O
The head is small and rounded with a short snout and black tearlike facial streaks,O O O O O O O O O O O O O O O
It reaches 6794 cm 2637 in at the shoulder and the headandbody length is between 11 and 15 m 3 ft 7 in and 4 ft 11 in,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Adults weigh between 21 and 65 kg 46 and 143 lb,O O O O O O O O O O O
The cheetah is capable of running at 93 to 104 kmh 58 to 65 mph it has evolved specialized adaptations for speed including a light build long thin legs and a long tail,O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The cheetah was first described in the late 18th century,O ANIMAL O O O O O O O O
Four subspecies are recognised today that are native to Africa and central Iran,O O O O O O O O O O O O O
An African subspecies was introduced to India in 2022,O O O O O O O O O
It is now distributed mainly in small fragmented populations in northwestern eastern and southern Africa and central Iran,O O O O O O O O O O O O O O O O O O
It lives in a variety of habitats such as savannahs in the Serengeti arid mountain ranges in the Sahara and hilly desert terrain,O O O O O O O O O O O O O O O O O O O O O O O
The cheetah lives in three main social groups females and their cubs male coalitions and solitary males,O ANIMAL O O O O O O O O O O O O O O O
While females lead a nomadic life searching for prey in large home ranges males are more sedentary and instead establish much smaller territories in areas with plentiful prey and access to females,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The cheetah is active during the day with peaks during dawn and dusk,O ANIMAL O O O O O O O O O O O
It feeds on small to mediumsized prey mostly weighing under 40 kg 88 lb and prefers mediumsized ungulates such as impala springbok and Thomsons gazelles,O O O O O O O O O O O O O O O O O O O O O O O O O
The cheetah typically stalks its prey within 60100 m 200330 ft before charging towards it trips it during the chase and bites its throat to suffocate it to death,O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O
It breeds throughout the year,O O O O O
After a gestation of nearly three months females give birth to a litter of three or four cubs,O O O O O O O O O O O O O O O O O O
Cheetah cubs are highly vulnerable to predation by other large carnivores,ANIMAL O O O O O O O O O O
They are weaned at around four months and are independent by around 20 months of age,O O O O O O O O O O O O O O O O
The cheetah is threatened by habitat loss conflict with humans poaching and high susceptibility to diseases,O ANIMAL O O O O O O O O O O O O O O
The global cheetah population was estimated in 2021 at 6517 it is listed as Vulnerable on the IUCN Red List,O O ANIMAL O O O O O O O O O O O O O O O O O
It has been widely depicted in art literature advertising and animation,O O O O O O O O O O O
It was tamed in ancient Egypt and trained for hunting ungulates in the Arabian Peninsula and India,O O O O O O O O O O O O O O O O O
It has been kept in zoos since the early 19th century,O O O O O O O O O O O
The vernacular name cheetah is derived from Hindustani Urdu چیتا and Hindi चत ćītā,O O O ANIMAL O O O O O O O O O O
This in turn comes from Sanskrit चतरय Chitraya meaning variegated adorned or painted,O O O O O O O O O O O O O
In the past the cheetah was often called hunting leopard because they could be tamed and used for coursing,O O O O ANIMAL O O O O O O O O O O O O O O
The generic name Acinonyx probably derives from the combination of two Greek words ἁκινητος akinitos meaning unmoved or motionless and ὄνυξ onyx meaning nail or hoof,O O O O O O O O O O O O O O O O O O O O O O O O O O
A rough translation is immobile nails a reference to the cheetahs limited ability to retract its claws,O O O O O O O O O O ANIMAL O O O O O O
A similar meaning can be obtained by the combination of the Greek prefix a implying a lack of and κῑνέω kīnéō meaning to move or to set in motion,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The specific name jubatus is Latin for crested having a mane,O O O O O O O O O O O
A few old generic names such as Cynailurus and Cynofelis allude to the similarities between the cheetah and canids,O O O O O O O O O O O O O O O O ANIMAL O O
In 1777 Johann Christian Daniel von Schreber described the cheetah based on a skin from the Cape of Good Hope and gave it the scientific name Felis jubatus,O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O
Joshua Brookes proposed the generic name Acinonyx in 1828,O O O O O O O O O
In 1917 Reginald Innes Pocock placed the cheetah in a subfamily of its own Acinonychinae given its striking morphological resemblance to the greyhound and significant deviation from typical felid features the cheetah was classified in Felinae in later taxonomic revisions,O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O
The chimpanzee  Pan troglodytes also simply known as the chimp is a species of great ape native to the forests and savannahs of tropical Africa,O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O
It has four confirmed subspecies and a fifth proposed one,O O O O O O O O O O
When its close relative the bonobo was more commonly known as the pygmy chimpanzee this species was often called the common chimpanzee or the robust chimpanzee,O O O O O O O O O O O O O ANIMAL O O O O O O O ANIMAL O O O ANIMAL
The chimpanzee and the bonobo are the only species in the genus Pan,O ANIMAL O O O O O O O O O O O
Evidence from fossils and DNA sequencing shows that Pan is a sister taxon to the human lineage and is thus humans closest living relative,O O O O O O O O O O O O O O O O O O O O O O O O
The chimpanzee is covered in coarse black hair but has a bare face fingers toes palms of the hands and soles of the feet,O ANIMAL O O O O O O O O O O O O O O O O O O O O O O
It is larger and more robust than the bonobo weighing 4070 kg 88154 lb for males and 2750 kg 60110 lb for females and standing 150 cm 4 ft 11 in,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
